text,label
"JNF	Israel	In 1901 , the year in which JNF was founded , Israel contained only 14,000 dunam -LRB- roughly 3,500 acres -RRB- of forest land altogether .",country_of_headquarters
"Le Point	foreign ministry	Also reported on the Internet site of French weekly newspaper Le Point , Bongo 's death was not officially confirmed by either Gabon or France 's foreign ministry .",member_of
"Paul Gillmor	September	In the U.S. 's lone congressional race , in northwest Ohio , Democrat Robin Weirauch and Republican state Rep. Bob Latta won their primaries in the race to succeed Rep. Paul Gillmor , who died in September from a fall at his Washington apartment .",date_of_death
MF Global	John Kilduff	John Kilduff of MF Global said that prices had climbed from February lows `` on only hopes of reinvigorated demand . '',shareholders
"American Bankers Association	ABA	This week , the $ 80 million ABA agreed to combine with the nearly $ 20 million community bankers group to form a new organization that will retain the American Bankers Association name .",alternate_names
"Kaiser	Senegal	As ambassador to Senegal from 1962 to 1964 , Kaiser assisted in persuading the government in Dakar to deny landing rights to military aircraft of the Soviet Union during the Cuban missile crisis in 1962 .",countries_of_residence
"North Phoenix Baptist Church	Phoenix	Religion : McCain is Episcopalian -LRB- his great-grandfather was an Episcopal minister -RRB- and attended Episcopal High School in Alexandria , Va. , but regularly attends North Phoenix Baptist Church -LRB- a so-called `` megachurch '' in Phoenix -RRB- .",city_of_headquarters
"Sean Parker	chairman	Rating the applications `` is a huge shift in philosophy for Facebook , '' said Sean Parker , Causes ' chairman and a former Facebook executive who remains close to Zuckerberg .",title
Millender-McDonald	this year	Millender-McDonald is the second member of Congress to die this year of cancer .,date_of_death
"Raul Castro	President	Cuba 's interim President Raul Castro , who invited the Angoloan leader to visit the country after taking the reins of government last year from his brother Fidel , said the visit was marked by extensive `` dialogue and intense activity . ''",title
"American Psychiatric Association	DSM	The organization , which calls itself B4U-Act , is lobbying for changes to the Diagnostic and Statistical Manual of Mental Disorders , or DSM , the guideline of standards on mental health that 's put together by the American Psychiatric Association",subsidiaries
"Haddad Adel	Speaker	`` The American people have to change their policies in order to get rid of the quagmire made by President Bush for them , '' Haddad Adel , former Iranian Majlis -LRB- Parliament -RRB- Speaker , was quoted as saying .",title
"David Gregory	French	Would it be when Bush , in Paris , called NBC 's David Gregory `` intercontinental '' for asking the French president a question in French ?",origin
"Carolyn Maloney	Congress	Their concerns were echoed by Rep Carolyn Maloney , the subcommittee 's chairwoman , although she made clear that Congress is willing if need be to address the issues .",employee_of
"his	Atlanta	He 's worn T-shirts made by local companies , he 's dedicated a Beatles song to an Atlanta singer who died recently , and he allows `` Idol '' producers to cite `` Buckhead '' as his current residence - even if it is n't .",city_of_death
"Jefferson J. DeBlanc Sr.	Marine Corps	Col. Jefferson J. DeBlanc Sr. , 86 , a retired Marine Corps fighter pilot who received the Medal of Honor after shooting down five Japanese warplanes during a World War II mission over the Pacific , died November 22 -LSB- 2007 -RSB- of complications from pneumonia at Lafayette General Medical Center in Lafayette , Louisiana .",employee_of
"Lewis Hamilton	Briton	The race was overshadowed by a multiple accident on the opening lap which wrecked the hopes of drivers championship leader Jenson Button and defending champion and fellow Briton Lewis Hamilton , of McLaren Mercedes , both of them crashing out .",countries_of_residence
"Awami League	left-of - centre	Syed Ashraful Islam , spokesman for BNP 's major rival the left-of - centre Awami League , said his camp was committed to December 18 and was not keen on a delay .",political/religious_affiliation
"Holly Montag	Heidi Montag	Heidi Montag 's sister , Holly Montag , may have been responsible for one of the most memorable moments of last season 's `` Hills '' wedding finale when she threw food at her sister 's very expensive handbag .",siblings
"Hamilton	Stevenage	Hamilton has just had a street named after him in his home town Stevenage , but he ca n't wait to swap England for the anonymity of Switzerland .",cities_of_residence
"Ospel	UBS	`` As a reminder : Under Ospel 's leadership , UBS tumbled into its deepest crisis ever , '' said the newspaper .",employee_of
"Hussein Kamel	Saddam Kamel	His nephew and Saddam 's son-in-law , Lt. Gen. Hussein Kamel , was in charge for many years of Iraq 's clandestine weapons programs before defecting in 1995 to Jordan with his brother , Saddam Kamel , who was married to Saddam 's other daughter .",siblings
"Paul Sculfor	Male Model	Jennifer Aniston Dating Male Model Paul Sculfor Justin Van De Kamp The 6-foot-tall model has appeared in ads for Christian Dior and Jean Paul Gaultier , but he may best be known for a classic British Levi 's commercial in which he played a drowned fisherman with three mermaids desperately after him and his jeans .",title
"National Military Family Association	Operation Purple	1988 -LRB- http://wwwamervetscom -RRB- 16907 Brighton Avenue Gardena CA 90247 1-310-532-0634 -LCB- EXCERPT -RCB- Albany Democrat Herald , OR The program is called Operation Purple and organized by the National Military Family Association .",subsidiaries
"her	Suzy	2008-10-26T18 :44:00 One of her aunts , Suzy , died from a heroin overdose while studying in Paris .",other_family
"his	Arab League	DAMASCUS -- Saudi permanent representative to the Arab League -LRB- AL -RRB- Ahmad Qattan said here Monday that he will attend the upcoming Arab summit on behalf of his country , ruling out the presence of Saudi King Abdullah or Foreign Minister Prince Saud al-Faisal .",employee_of
"National Action Network	his	And later in the afternoon in Harlem , around the hour of Jackson 's death , the Rev. Al Sharpton and his National Action Network were to hold a moment of silence .",founded_by
"Unita	Daniel Domingos	Angolan rivalry heats up ahead of historic polls `` Mr Paihama must show evidence of these dangerous accusations , otherwise he should resign , '' Unita 's deputy chief whip Daniel Domingos told journalists .",top_members/employees
"Hamilton	Switzerland	However , Bob Russell of the opposition Liberal Democrats , was saddened that Hamilton had opted to live in Switzerland for tax purposes and tabled his iwn motion to add the words : `` but regrets that his patriotism to the country which nurtured him , and made his success possible , is to live abroad as a tax exile . ''",countries_of_residence
Ezra Levant	commentator	Outspoken conservative commentator Ezra Levant will be before the Alberta Human Rights Commission Friday defending his former magazine 's 2006 publication of a series of Danish cartoons depicting the Prophet Muhammad .,title
"Chen Zhu	54	A French-trained scientist Chen Zhu , aged 54 , has been give the position as the country 's new health minister , Xinhua news agency said in a short report .",age
"DeGeneres	judge	DeGeneres was not always popular with viewers as a judge on `` Idol , '' where she was seen as lacking the kind of abrasive , opinionated style that gives the reality show its edge .",title
"Lee Jye	Minister	The weekly quoted Taiwanese media to report that President Chen Shui-bian and National Defense Minister Lee Jye recently inspected a secret test firing of Hsiungfeng 2E missiles in Pingtung , southern Taiwan .",title
"his	congressman	The body of the 68-year-old congressman was found by staff members who went to his apartment Wednesday after he failed to show up for work , according to a Republican aide who spoke on condition of anonymity pending an official announcement .",title
"Michael Sandy	Bellport	2 -RRB- Michael Sandy , in Bellport , Long Island , in 2003 .",countries_of_residence
"American Bar Association	Silver Gavel	For 10 years before that , she was a reporter for the Birmingham -LRB- Ala. -RRB- News from 1966 to 1976 , receiving the paper 's highest honor , The Big N.Other awards included the Silver Gavel award from the American Bar Association and numerous honors from the Associated Press and Alabama Press Association.She worked at The News at a time when there few women in the newsroom , but quickly made a name for herself , said former News managing editor Carol Nunnelley .",members
"Simon Cowell	American Idol	Tycoon Sir Richard Branson offered 100,000 pounds -LRB- euro147 ,000 , US$ 198,000 -RRB- and American Idol judge Simon Cowell promised to give 50,000 pounds -LRB- euro73 ,500 , US$ 99,000 -RRB- .",employee_of
"Dee Dee Myers	Secretary	And publicly today the White House is taking the optimistic route , Press Secretary Dee Dee Myers predicting the Democrats will be able to hold onto control of Congress , and she 's predicting that they will have the traditional losses that the party in power usually has during these mid-term elections .",title
"Mary Crisp	83	Mary Crisp , 83 , GOP Official Once Rebuked by Reagan , Dies",age
"Adam Senn	owner	According to a report , the `` Mean Girls '' actresses ' latest boy toy is Gucci model Adam Senn , a partial owner of Chelsea eatery II Bastardo , who was in MTV 's `` The City . ''",title
"Danny Glover	activist	-LRB- 1 -RRB- Robin Gilbert would like to invite Martin Sheen , Sean Penn , Susan Sarandon , Tim Robbins , Danny Glover and other noted activist celebrities to the Citizen 's : We the People '' Convergence at the Rose Parade .",title
"Elizondo	Moreno	Smits stands at the center of this multigenerational saga as Alex Vega , the adopted son of rum and sugar baron Pancho Duque -LRB- Elizondo -RRB- and his wife , Amalia -LRB- Moreno -RRB- .",spouse
"Mohamed ElBaradei	Chief	BEIJING , March 14 -LRB- Xinhua -RRB- -- IAEA Chief Mohamed ElBaradei said here Wednesday that the Democratic People 's Republic of Korea -LRB- DPRK -RRB- wanted to come back as a member of the International Atomic Energy Agency -LRB- IAEA -RRB- .",title
"Anderson	William	Besides his wife , according to The Tennessean , Anderson is survived by a daughter , Jane Anderson , of Leesburg ; and three sons , Thomas , of Leesburg ; Michael , of Haymarket , Va , and William , of Orange County , Va .",children
"Bryan Baldwin	JetBlue	Reasons included congestion , frozen equipment and an effort to keep planes ready to go in case the weather broke , said JetBlue spokesman Bryan Baldwin .",employee_of
FMCSA	Federal Motor Carrier Safety Administration	The Federal Motor Carrier Safety Administration -LRB- FMCSA -RRB- announced in the August 17 Federal Register that it plans to proceed with a project to demonstrate the ability of Mexican motor carriers to operate safely in the U.S. beyond the 25-mile commercial zone along the U.S.-Mexico border .,alternate_names
"Bill McAllister	spokesman	She remained at her home in Wasilla , located 40 miles -LRB- 64 kilometers -RRB- to the north , but was expected in her office on Friday , spokesman Bill McAllister said .",title
"Goodman	90	Politically active until she was 90 , Dr. Goodman came to wide public attention again two years ago .",age
"Mahmood Shah	Pakistani	Al-Qaida 's ability to coordinate and plot has eroded since the ouster of the Taliban in Afghanistan , said Mahmood Shah , retired Pakistani brigadier and former point man for the government on the Pakistani border regions .",origin
He	George Washington University Law School	He graduated from George Washington University Law School in 1957 and received a master 's of law degree from Georgetown University in 1959 .,schools_attended
"Davis	Virginia	Davis , 57 , died at her home in Gloucester , Virginia .",stateorprovinces_of_residence
"Bob Dillinger	Secretary	And the end of their waiting marked the final chapter in what had been a knock-down , drag-out fight between Butterworth 's predecessor , former DCF Secretary Lucy Hadi , and Pasco-Pinellas Public Defender Bob Dillinger .",title
"Beverly Sills	performer	Some of you may remember that Beverly Sills , an all-time great performer of the opera died a short time ago",title
"Jerome Wilson Rabinowitz	Russian-Jewish	Born in 1918 as Jerome Wilson Rabinowitz , he removed any suggestion of Russian-Jewish identity from his name to launch a career performing and then creating all-American dances for ballet companies and Broadway .",origin
"Highland Capital Partners	Boston	NameMedia , which began in 1999 as YesDirect , was reintroduced in May 2006 with an undisclosed amount of equity financing from Highland Capital Partners and Summit Partners , two Boston venture capital groups , and more than $ 100 million in debt financing from Goldman Sachs .",city_of_headquarters
"Focus on the Family	James Dobson	James Dobson , founder of the hugely influential evangelical group Focus on the Family , said last month : `` I can not and I will not vote for Senator John McCain as a matter of conscience . ''",founded_by
"Nicholas Burns	Under Secretary of State of Political Affairs	www.financialexpress.com/news/Highlights-of-IndoUS-nuclear-deal/208405/ - 65k - Cached - Similar pages Indo-US civilian nuclear agreement - Wikipedia , the free encyclopedia The former Under Secretary of State of Political Affairs , Nicholas Burns , one of the architects of the Indo-U.S. nuclear deal said `` India 's trust , ... en.wikipedia.org/wiki/United_States - India_Peaceful_Atomic_Energy_Cooperation_Act - 172k - Cached - Similar pages The truth behind the Indo-U.S. nuclear deal The truth behind the Indo-U.S. nuclear deal .",employee_of
Spencer	Pratt	There 's nothing funnier than Spencer `` brainless '' Pratt calling Mary-Kate a troll .,other_family
"his	Malaysia	Malaysian former PM Mahathir quits ruling party UMNO Malaysian former prime minister Mahathir Mohamad announced his resignation from Malaysia ' s main ruling party UMNO with immediate effect in Alor Star , capital of northern Kedah state on Monday .",country_of_headquarters
Kennedy Space Center	Florida	Efforts by NASA to bring the seven crew members back to Earth on Thursday with a landing at the Kennedy Space Center in Florida were twice prevented by thunderstorms and high winds .,stateorprovince_of_headquarters
"Professional Rodeo Cowboys Association	Ellerman	Ellerman was turned in by Larry McCormack , a former legal investigator who shared office space with Ellerman in Sacramento and later worked for the Professional Rodeo Cowboys Association when Ellerman was its commissioner .",top_members/employees
"Remy Ma	26	Judge rejects bid to drop some charges against Remy Ma The 26 - year-old , whose real name is Remy Smith , is accused of having several male friends assault the man , who suffered a shattered jaw .",age
"Peterson	Kelly	Peterson leaves behind his wife , Kelly , and their daughter Celine .",spouse
Her	Washington	Her death stunned Washington state 's political community .,stateorprovince_of_death
"Li Jie	captain	China 's only opportunity in the first 45 minutes came just before halftime when Bi Yan curled a corner into the box , and after a scramble in front of the goal the ball fell to China captain Li Jie , but her right-footed flick from 6 meters -LRB- yards -RRB- out sailed over the bar .",title
"MF Global	Chicago	`` Basically , there 's only a few cents worth of corn in a box of corn flakes , so food prices are much slower to react to the downside than energy prices , '' said Richard Feltes , senior vice president and director of commodity research for MF Global in Chicago .",city_of_headquarters
"he	University of Pennsylvania	The war over , he finished his doctoral work at the University of Pennsylvania in 1947 , writing his dissertation on the literature of the mountains .",schools_attended
ITW	Hwa Meir Packing Illinois Tool Works Inc	ITW acquires Hwa Meir Packing Illinois Tool Works Inc -LRB- ITW -RRB- said Wednesday that it has acquired the assets of Hwa Meir Packing Daily Commodities Co .,subsidiaries
"Chelsea District Library	Friends of the Library	PRESS RELEASE - The Chelsea District Library will be spending the entire week of October 18-24 , 2009 celebrating its Friends of the Library Group .",subsidiaries
Lee Jye	Minister	Minister of National Defense Lee Jye said Monday that he will not seek to have his membership of the main opposition Kuomintang -LRB- KMT -RRB- reinstated .,title
"Organization of the Islamic Conference	Islam	The use of the concept of `` defamation '' of Islam should be a red flag alert to Congressional funders of PBS : CAIR 's conference publicity followed the instructions of the Organization of the Islamic Conference to enforce Shariah blasphemy and defamation laws in the U.S. -- in this case , with the support of publicly funded PBS staff .",political/religious_affiliation
"She	he	She and others recall that the name-calling had begun long before he told his small circle of confidants that he was gay , before problems at home made him a ward of the court and before he summoned the courage to further assert his sexual orientation by wearing makeup and girls ' boots with his school uniform .",parents
"National Republican Campaign Committee	Paul Lindsay	Paul Lindsay , a spokesman for the National Republican Campaign Committee , said Jenkins was touching on an issue of concern to many Americans -- that there 's a `` void '' in leadership in the Republican Party , which Lindsay said is being filled by officials like Jenkins .",top_members/employees
"Mainland Affairs Council	MAC	Mainland Affairs Council -LRB- MAC -RRB- Chairman Joseph Wu left for the United States for a three-day visit , the nation 's top China - policy charting agency said Tuesday .",alternate_names
"Aerolineas Argentinas	Marsans	Marsans already owns two airlines , Aerolineas Argentinas and Air Comet .",parents
"he	Peterborough	George Boyd provided the first Peterborough moment in the second half as he fired an ambitious shot at Lonergan 's goal , on the slid , from a good thirty five yards , but the Preston goalkeeper was equal to the challenge diving low down to his left and collecting the ball before a Posh striker could get onto the rebound .",cities_of_residence
"Ali Fedotowsky	25	According to the magazine , `` Bachelor winner Vienna Girardi , 23 , complained on the March 1 finale that her fellow contestants - particularly Ali Fedotowsky , 25 - hated her , but perhaps the animosity was deserved .",age
"He	director	He was director of the Hawkins Family Memorial Foundation of Educational Research and Development , which he founded in 1969 to give college scholarships to young women in his district .",title
"Sean Preston	three	Jamie thinks Britney - who currently has shared custody of her two children with ex-husband Kevin Federline , Sean Preston , three , and two-year-old Jayden James - is now strong enough to look after herself .",age
"Steve McPherson	President	Last week at the Television Critics Association Press Tour , Jimmy Kimmel posed as a reporter demanding answers from ABC President of Entertainment Steve McPherson about the fate of his late-night show .",title
"Chavez	Marisabel Rodriguez	Chavez says ex-wife Marisabel Rodriguez has prevented him from seeing their daughter , Rosines .",spouse
"Bryan Fuller	Warner Brothers	Sitting in his still-unfurnished office on the Warner Brothers lot here , Bryan Fuller , the show 's creator , is working on muting expectations , which are coming from advertisers and critics who have seen the pilot .",employee_of
FMF	Mexican Football Federation	The 11 players were fined by the Mexican Football Federation -LRB- FMF -RRB- for breaches of discipline during a party held after a friendly with Colombia in September .,alternate_names
"his	cleric	Radical anti-U.S. cleric Muqtada al-Sadr , the Mahdi Army founder and leader , denies involvement by his militia and has pledged to disavow any member found to be taking part in the killings .",title
"her	Kate	`` We 've been dealing a long time with this , '' Kate said , speaking of her marital problems and the attendant publicity .",other_family
"his	Ann McGarry Buchwald	He and his wife , Ann McGarry Buchwald , whom he had met in Paris , moved to Washington in 1963 with their three children , who were adopted from orphanages and child welfare agencies in Ireland , Spain and France .",spouse
"his	barber	In prison , he learned how to be a barber , then went to beauty school after his release .",title
"Theodor ` Teddy ' Kollek	Jerusalem	Former Jerusalem mayor Kollek dies aged 95 Theodor ` Teddy ' Kollek , a top figure in the Israeli Labour party and former mayor of Jerusalem for almost 30 years , died Tuesday in Jerusalem aged 95 , Israeli public radio reported .",cities_of_residence
"Federal Motor Carrier Safety Administration	John Hill	But the facts do not bear out the safety concerns , said John Hill , Federal Motor Carrier Safety Administration administrator .",top_members/employees
"McNair	Berkeley County	McNair , born on Dec. 14 , 1923 , in the rural Low Country of South Carolina , was buried on Tuesday near his childhood home in Berkeley County .",country_of_birth
"AAA	Robert Darbelnet	`` The overall state of the economy continues to present real challenges for some Americans looking to travel this Thanksgiving , '' said AAA President Robert Darbelnet , in a prepared statement .",top_members/employees
"Forsberg	1943	Forsberg was born in 1943 in Huntsville , Ala , and grew up on Long Island in New York .",date_of_birth
"Chavez	Adan	The congressman said that before going public he sent evidence earlier this month to Chavez 's justice minister , who he said turned over the documents to Chavez 's elder brother Adan -- his education minister -- and in turn to lawyers of the Chavez family .",siblings
"Larijani	Najaf	Born in the holy Shiite city of Najaf in Iraq , Larijani is the son of a Grand Ayatollah .",cities_of_residence
"Herrera	Glendale	Herrera died Monday of age-related causes at his home in Glendale , Ariz. , said Mona Kempfer , his youngest daughter .",city_of_death
"Berthold Huber	boss	The economy is doing well but rent and energy costs keep going up , '' union boss Berthold Huber told ZDF television .",title
"National Union for the Total Independence of Angola	UNITA	The National Union for the Total Independence of Angola -LRB- UNITA -RRB- expressed on Tuesday its disagreement with regard to the extinction of the Joint Commission -LRB- JC -RRB- , scheduled for Nov 21 , considering that the relevant tasks of the peace process are not yet concluded .",alternate_names
"Michael J. Sandy	designer	From an online chat room , they chose Michael J. Sandy , 29 , a designer from Williamsburg .",title
"his	NBC	But if Mr. Gregory has his way , as he often does at NBC , he will soon be spending his Sunday as moderator of Meet the Press .",employee_of
DeBlanc	Lt.	Lt. DeBlanc shot down one and destroyed another ; he watched it explode directly in front of his plane .,title
"Davis	real estate broker	Before 2000 , Davis , a former real estate broker , served in the House of Delegates .",title
party	North West Frontier	The party is based in the North West Frontier province and enjoys widespread popularity with the Pakhtuns .,stateorprovince_of_headquarters
He	Navy	He was a Navy aviator from 1943 to 1945 and returned to Yale to complete a master 's degree in international relations in 1947 .,employee_of
"Alcatel-Lucent	New Jersey-based	Alcatel-Lucent , formed from the November merger of Alcatel SA and New Jersey-based Lucent Technologies Inc , lowered revenue growth projections for the year in September , and its chief executive is under heavy pressure to accelerate the post-merger restructuring of the company .",stateorprovince_of_headquarters
"She	California State University , Los Angeles	She earned her undergraduate degree from California State University , Los Angeles .",schools_attended
"Yolanda	Coretta King	When Coretta King heard the initial thump of the bomb hitting the porch , she snatched up baby Yolanda and ran to the back of the house .",parents
"Pascal Yoadimnadji	Chadian	Chad 's Prime Minister Pascal Yoadimnadji has died from a cerebral hemorrhage in a Paris hospital , the Chadian ambassador said Friday .",origin
Ali Larijani	Iran	Officials on Saturday announced that Ali Larijani had resigned as Iran 's top nuclear negotiator and would be replaced by a loyalist to President Mahmoud Ahmadinejad .,employee_of
Shah Murtada	MOHAMMED MOHSIN FAIZ KASHANI	MOHAMMED MOHSIN FAIZ KASHANI http://www.islam-laws.com/marja/faizkashani.htm Name : Mohammed son of Shah Murtada son of Shah Mahmood,children
"he	Carol Ann Bellecourt	Bellecourt is survived by his wife , Carol Ann Bellecourt , from whom he was separated ; his companion , Janice Denny ; six children ; and seven grandchildren .",spouse
"MF Global	New York	`` The spending numbers look pretty impressive , especially considering they must have been held down a little at least by the snowstorms , '' said James O'Sullivan , global chief economist at MF Global in New York .",stateorprovince_of_headquarters
"Kurnaz	Turkish	Kurnaz , a Turkish citizen and legal resident of Germany , was in the process of becoming a German citizen when he was arrested in Pakistan in late 2001 .",origin
"her	politician	After several days in which she seemed prepared to formally announce the start of her campaign , Maloney on Friday instead said she was abandoning the effort as she confronted a reality that often gives pause to even the most ambitious politician : the prospect of losing a secure job for a long-shot gamble .",title
"his	Amalia	Smits stands at the center of this multigenerational saga as Alex Vega , the adopted son of rum and sugar baron Pancho Duque -LRB- Elizondo -RRB- and his wife , Amalia -LRB- Moreno -RRB- .",spouse
"SLDN	military	Labels : `` celibacy '' , activism , DADT , DNC , DOMA , military , protests , SLDN It 's gon na be a freakin ' circus outside that dinner .",subsidiaries
"R Nicholas Burns	State Department	The United States is `` very pleased by the strength of this resolution '' after two years of diplomacy , said R Nicholas Burns , undersecretary for political affairs at the State Department .",employee_of
"Paul Gillmor	Washington	This morning 10-term Ohio Congressman Paul Gillmor -LRB- R-OH -RRB- was found dead in his Washington , DC apartment .",stateorprovince_of_death
"Parren J Mitchell	Congressional Black Caucus	Former US Rep Parren J Mitchell , a founding member of the Congressional Black Caucus and a champion of civil rights , has died , Greater Baltimore Medical Center confirmed Tuesday .",employee_of
"Paavo Nurmi	athlete	It was so surreal to be Michael Phelps here , to listen to people debate whether he is the greatest athlete in Olympic history after he passed a group of athletes including Carl Lewis and Paavo Nurmi to become the one with the most gold medals .",title
"EnergySolutions	Val Christensen	EnergySolutions CEO Val Christensen said the company does n't envision owning any disposal facilities overseas , but it would seek to be the contractor that operates and manages them .",top_members/employees
"Philadelphia Inquirer	Rosenthal	His dad brought home at least six newspapers each day to read and share with the family , said Rosenthal , executive director of the Center for Investigative Reporting in Berkeley , Calif , and a former editor of The Philadelphia Inquirer and managing editor of the San Francisco Chronicle .",top_members/employees
"federal elections	Robert Lenhard	`` The thing that is clear in all of these cases is that the agency is very serious about regulating both the solicitations and the advertisements that these groups do , to try to discern whether their purpose is to influence federal elections , '' said Robert Lenhard , chairman of the FEC .",top_members/employees
"Li Jie	Argentina	The own-goal came in the 52nd minute , after Li Jie and Argentina goalkeeper Vanina Correa collided in the air while contesting a cross in from the right .",countries_of_residence
"Fyffes	Flavin	The latest investigation was authorized after the Supreme Court in 2007 found DCC and its founder , Jim Flavin , guilty of selling DCC 's euro106 million -LRB- then $ 130 million -RRB- stake in Fyffes after Flavin -- also a Fyffes director at the time -- received inside information about bad Fyffes news in the pipeline .",shareholders
"Canadian National Railway Company	Patrick Waldron	At the height of the fire Friday night , 14 rail cars were ablaze , said Canadian National Railway Company spokesman Patrick Waldron .",top_members/employees
"Nuclear Suppliers Group	IAEA	Rice and other US officials had to lobby hard to win approval for the deal from the International Atomic Energy Agency -LRB- IAEA -RRB- , the UN nuclear watchdog , and the Nuclear Suppliers Group -LRB- NSG -RRB- , which controls global atomic trade .",parents
"Carolyn Maloney	vice chairman	Too often , federal employees are forced to choose between their paycheck and their new child , Rep Carolyn Maloney , D-NY , vice chairman of the joint committee , said , noting that `` even the best-prepared workers face difficult choices when children need their care . ''",title
"him	attack	If his interrogators were able to stop one terror attack by waterboarding him , even if they violated international agreements and our national conscience , it was justified .",cause_of_death
"United National Congress	Trinidad and Tobago	PORT OF SPAIN , May 24 -LRB- Xinhua -RRB- Opposition leader Kamla Persad - Bissessar of the United National Congress has won the snap election Monday in Trinidad and Tobago , becoming the first female prime minister in the country .",country_of_headquarters
"Professional Rodeo Cowboys Association	Colo.	It 's a decision that will prompt some internal discussions , said Cindy Schonholtz , animal welfare coordinator for the Professional Rodeo Cowboys Association in Colorado Springs , Colo. .",stateorprovince_of_headquarters
Badr Organization	Shiite	Both Sunni and Shiite officials in Baghdad also blame some of the attacks on two government-linked Shiite paramilitary forces : the Mahdi Army and the Badr Organization .,political/religious_affiliation
"Alexandra Burke	British	Super producer Timothy `` Timbaland '' Mosley is currently working with British songstress Alexandra Burke , who will be releasing her debut album later this year via Epic Records .",origin
"Ahmad Qattan	Arab League	DAMASCUS -- Saudi permanent representative to the Arab League -LRB- AL -RRB- Ahmad Qattan said here Monday that he will attend the upcoming Arab summit on behalf of his country , ruling out the presence of Saudi King Abdullah or Foreign Minister Prince Saud al-Faisal .",employee_of
"Farland	Va	Besides his son Richard , of Berryville , Va , Farland is survived by another son , Christopher , of Wilmington , NC ; two daughters , Brooke Oatley of St Simon 's Island , Ga , and Page Craw of Natchez , Miss",stateorprovinces_of_residence
his	Pennsylvania	Gosselin claims in a counterlawsuit that TLC violated Pennsylvania 's child labor laws in filming his eight children .,stateorprovinces_of_residence
"Chen	scientist	URGENT : Non-Party member becomes China 's new health minister BEIJING , June 29 -LRB- Xinhua -RRB- Chen , a Paris-trained scientist , is replacing 63-year-old Gao Qiang , who will serve as secretary of the ministry 's leading Party members ' group and vice minister .",title
"Negroponte	ambassador	Negroponte also held several high-profile posts in the Bush administration , including those of UN ambassador and ambassador to Iraq in the months leading up to the invasion of Iraq .",title
"Gillmor	Rep.	Rep. Gillmor Found Dead , Was Investigating `` Bin Laden Trades ''",title
"House	160	And then there 's the goody-bag tourism fund , which is $ 192 million in the Senate budget , compared with $ 342 million in the House version -LRB- with 40 senators compared to 160 representatives , fewer districts need to be satisfied -RRB- .",number_of_employees/members
"Hugo Chavez	President	CARACAS , Venezuela 2007-01-08 19:59:31 UTC Venezuelan President Hugo Chavez says he will nationalize country 's main telecommunications and electricity companies .",title
"Mark Buse	staff director	Mark Buse , a longtime McCain adviser who had been staff director of the Senate commerce committee , signed on as a Freddie Mac lobbyist , and his firm , ML Strategies , earned $ 460,000 in lobbying fees in late 2003 and 2004 , according to lobbying disclosures .",title
Carson	Indianapolis	Carson will represent a district that covers most of Indianapolis for the remainder of the year .,employee_of
"Robert E McNair	South Carolina	Robert E McNair of South Carolina , the political moderate who was a finalist to become Vice President Hubert H Humphrey 's running mate in 1968 but whose promising career was cut short by what became known as the Orangeburg Massacre , died on Nov 17 in Charleston .",stateorprovinces_of_residence
"Christopher J. Dodd	Senate Banking , Housing and Urban Affairs Committee	Sen. Christopher J. Dodd , D-Conn. , chairman of the Senate Banking , Housing and Urban Affairs Committee , said in an interview that he would use forthcoming congressional hearings to press Bernanke and Paulson to defend their decision to rescue AIG , and to prod the administration to do more to address the underlying problems in the housing market .",employee_of
"Thomas Joseph Meskill	Conn	Thomas Joseph Meskill Jr was born in New Britain , Conn , on Jan 30 , 1928 .",stateorprovince_of_birth
"Washburn	Harvard	After receiving a master 's degree from Harvard in 1935 , Dr. Bates joined Washburn on an expedition to map areas of Alaska and the Yukon Territory for the National Geographic Society .",schools_attended
"National Center for Disaster Preparedness	Columbia University	To make things worse , many of their parents are depressed as well , leaving them less able to help the children , said Dr Irwin Redlener , director of Columbia University 's National Center for Disaster Preparedness and president of the Children 's Health Fund , which conducted the study together .",alternate_names
David Gregory	MSNBC	Did David Gregory almost lose his shot at getting his show on MSNBC ?,employee_of
"JANE BOLIN	JUDGE	JANE BOLIN , 98 , THE COUNTRY 'S FIRST BLACK WOMAN TO BECOME A JUDGE Bolin was the first black woman to graduate from Yale Law School , the first to join the New York City Bar Association , and the first to work in the office of the New York City corporation counsel , the city 's legal department .",title
"Yolanda King	Calif.	A : Yolanda King , the oldest child of the Rev. Martin Luther King Jr. , died on May 15 in Santa Monica , Calif. , at the age of 51 .",stateorprovince_of_death
"he	Jefferson High School	The family moved to California shortly after World War I , when he was 11 ; he attended Jefferson High School and UCLA .",schools_attended
"American Red Cross	American	Hi Everyone , American Red Cross of Greater Columbus 995 East Broad Street Columbus , Ohio 43205 redcrossorg > Subject : Canvassing for the American Red Cross To : libertybell @yahoo .",country_of_headquarters
"Opera National de Paris	Mortier	Mortier , currently director of the Opera National de Paris , was to serve as general manager and artistic director in 2009-2010 at City Opera , with a mandate to breathe life into the poorer neighbor to the renowned Metropolitan Opera .",top_members/employees
"University of Haifa	National Security Studies Center	While there has been some speculation that the absence of any formal writing might indicate that the U.S. new offer might only be a trial balloon , Dr. Dan Schueftan , director of the National Security Studies Center at the University of Haifa told Xinhua that the deal is real , and it is also a sign of desperation of the Obama administration .",subsidiaries
